file	fac1	fac2	fac3	fac4	fac5	fac6
tweet_00000094	1	2	0	-1	0	0
tweet_00000095	1	2	0	-1	0	0
tweet_00000096	-2	2	1	0	0	0
tweet_00000097	0	1	1	0	0	0
tweet_00000098	2	0	0	0	0	0
tweet_00000099	0	2	0	-1	0	0
tweet_00000101	1	1	-1	-1	0	0
tweet_00000102	0	0	0	0	0	0
tweet_00000103	0	1	0	0	0	0
tweet_00000104	0	2	0	0	0	0
tweet_00000105	1	0	0	-1	0	0
tweet_00000106	-1	2	2	-1	0	0
tweet_00000107	-2	0	1	0	0	0
tweet_00000108	0	2	1	-2	0	0
tweet_00000109	1	2	0	0	0	0
tweet_00000110	0	3	0	0	0	0
tweet_00000113	2	1	0	0	1	0
tweet_00000114	0	3	0	-1	0	0
tweet_00000115	0	5	0	-3	0	0
tweet_00000116	0	0	2	0	0	0
tweet_00000117	0	2	0	0	1	0
tweet_00000118	-1	0	0	-1	1	0
tweet_00000120	0	1	0	0	0	0
tweet_00000121	0	0	0	0	0	0
tweet_00000122	1	-1	0	0	0	0
tweet_00000123	-2	4	1	0	0	0
tweet_00000124	-1	0	-1	-1	0	0
tweet_00000125	-1	1	0	-1	0	0
tweet_00000126	1	1	1	0	0	0
tweet_00000127	1	1	0	0	0	0
tweet_00000129	0	0	0	0	0	0
tweet_00000130	0	2	0	0	0	0
tweet_00000131	2	0	0	0	0	0
tweet_00000133	-1	1	0	0	0	0
tweet_00000134	-3	3	0	0	0	0
tweet_00000135	0	0	0	0	0	0
tweet_00000136	0	2	0	0	0	0
tweet_00000137	0	4	0	0	0	1
tweet_00000138	0	0	1	0	1	0
tweet_00000139	-3	0	0	0	0	0
tweet_00000140	-1	2	1	0	0	1
tweet_00000141	0	2	0	0	0	0
tweet_00000142	0	2	0	0	0	0
tweet_00000143	0	1	0	1	2	0
tweet_00000144	0	3	0	0	0	0
tweet_00000145	-1	1	0	0	0	0
tweet_00000146	0	-2	0	0	2	0
tweet_00000148	0	2	0	-2	0	0
tweet_00000149	2	1	0	0	0	0
tweet_00000150	0	2	0	0	0	0
tweet_00000151	-1	2	0	0	0	0
tweet_00000152	-1	2	0	0	0	0
tweet_00000153	-1	2	0	0	0	0
tweet_00000154	-1	0	0	0	0	0
tweet_00000155	1	0	0	0	1	0
tweet_00000156	1	3	0	0	1	0
tweet_00000157	0	2	0	0	0	0
tweet_00000158	2	0	-1	0	0	0
tweet_00000159	2	3	-1	0	0	0
tweet_00000160	0	4	0	0	0	0
tweet_00000162	1	1	0	0	0	0
tweet_00000163	2	1	0	-1	0	0
tweet_00000164	1	1	0	0	0	0
tweet_00000165	1	2	0	0	0	0
tweet_00000166	2	0	0	0	0	0
tweet_00000167	0	2	0	-1	0	0
tweet_00000168	0	1	0	0	0	0
tweet_00000170	-2	2	0	0	0	0
tweet_00000171	-2	0	0	0	0	0
tweet_00000172	0	2	0	0	0	0
tweet_00000173	1	-3	0	0	2	0
tweet_00000174	1	1	0	0	0	0
tweet_00000175	5	2	0	0	0	0
tweet_00000176	1	1	0	0	0	0
tweet_00000177	1	1	0	-1	0	1
tweet_00000178	-1	0	2	-1	0	0
tweet_00000179	0	2	0	-2	0	0
tweet_00000180	0	-2	0	0	0	0
tweet_00000181	-2	2	0	0	0	0
tweet_00000182	1	-1	0	0	2	1
tweet_00000183	1	1	1	0	0	0
tweet_00000184	-1	3	0	0	0	0
tweet_00000185	-2	0	0	0	0	0
tweet_00000186	-1	3	0	0	0	0
tweet_00000187	1	1	0	-1	0	0
tweet_00000188	0	-2	0	0	3	0
tweet_00000189	0	-2	0	0	0	0
tweet_00000190	1	-2	0	0	2	1
tweet_00000191	0	2	0	0	0	0
tweet_00000192	1	0	0	0	0	0
tweet_00000193	1	1	0	0	0	0
tweet_00000194	2	1	0	0	0	0
tweet_00000195	-1	1	0	0	0	0
tweet_00000196	-1	1	0	0	0	0
tweet_00000198	2	2	0	0	0	0
tweet_00000199	1	0	0	0	0	0
tweet_00000200	-1	2	0	-1	0	0
tweet_00000202	1	1	0	0	0	0
tweet_00000203	0	3	0	2	0	0
tweet_00000204	0	4	0	0	0	0
tweet_00000205	1	1	0	0	0	0
tweet_00000206	3	0	0	0	0	0
tweet_00000207	0	4	0	0	0	0
tweet_00000208	1	3	0	-1	0	0
tweet_00000209	1	0	1	0	1	0
tweet_00000210	1	-2	1	0	1	1
tweet_00000211	2	4	0	0	2	0
tweet_00000212	0	0	0	0	3	0
tweet_00000213	0	2	0	0	0	0
tweet_00000214	0	0	1	0	0	0
tweet_00000215	1	1	0	0	0	0
tweet_00000217	1	4	0	0	0	0
tweet_00000219	1	-2	0	0	2	1
tweet_00000220	2	-2	1	0	3	0
tweet_00000221	1	4	1	0	0	0
tweet_00000222	-1	2	1	0	0	0
tweet_00000223	1	5	0	-1	0	0
tweet_00000225	1	1	0	0	1	0
tweet_00000226	0	1	0	0	0	0
tweet_00000227	0	3	0	0	0	0
tweet_00000228	0	4	0	-1	0	0
tweet_00000229	0	3	0	0	0	0
tweet_00000230	2	4	0	0	0	0
tweet_00000231	0	2	0	0	0	1
tweet_00000232	1	-3	1	0	3	1
tweet_00000233	0	3	0	0	0	0
tweet_00000234	0	0	0	0	0	0
tweet_00000235	-1	-2	0	0	1	1
tweet_00000236	0	3	0	0	0	0
tweet_00000237	1	1	0	0	0	0
tweet_00000238	0	2	2	0	0	0
tweet_00000239	-1	3	2	0	0	0
tweet_00000240	0	2	0	0	0	0
tweet_00000241	0	0	0	0	0	0
tweet_00000243	0	3	0	0	0	1
tweet_00000244	1	1	0	0	0	0
tweet_00000245	0	0	0	0	0	0
tweet_00000246	0	1	0	0	0	0
tweet_00000247	0	0	0	0	0	0
tweet_00000248	-1	0	0	0	0	0
tweet_00000249	-1	2	0	-2	0	0
tweet_00000250	0	1	0	-1	0	0
tweet_00000251	2	0	0	0	0	0
tweet_00000252	-1	5	0	0	0	0
tweet_00000253	1	2	1	2	0	1
tweet_00000254	0	0	0	0	2	0
tweet_00000255	1	1	0	0	0	0
tweet_00000256	-1	1	0	0	1	0
tweet_00000257	-2	0	0	0	0	0
tweet_00000258	0	3	0	0	0	0
tweet_00000259	1	3	0	0	1	0
tweet_00000261	-1	2	0	0	0	0
tweet_00000263	0	2	0	0	0	0
tweet_00000265	-2	0	0	0	1	0
tweet_00000267	1	0	0	0	0	1
tweet_00000268	-1	2	0	0	0	0
tweet_00000270	0	2	0	0	0	0
tweet_00000272	0	0	1	0	0	0
tweet_00000274	-2	0	0	0	0	0
tweet_00000275	-3	2	0	-3	-1	0
tweet_00000277	0	1	1	0	0	0
tweet_00000278	0	4	0	-1	-2	0
tweet_00000279	2	0	0	0	0	0
tweet_00000280	0	3	0	0	0	0
tweet_00000281	1	3	0	0	0	0
tweet_00000282	0	-2	0	0	0	1
tweet_00000283	-1	-1	0	0	2	1
tweet_00000284	0	2	1	-1	0	0
tweet_00000285	0	2	1	-1	0	0
tweet_00000286	0	2	0	-1	0	0
tweet_00000287	-1	1	0	0	1	1
tweet_00000288	1	4	0	-1	0	0
tweet_00000290	0	2	0	0	0	0
tweet_00000291	0	2	0	0	0	0
tweet_00000292	-1	0	0	0	1	0
tweet_00000293	-1	3	0	0	0	0
tweet_00000294	1	3	0	0	0	0
tweet_00000295	0	0	0	0	0	0
tweet_00000296	2	0	0	0	3	1
tweet_00000297	0	-1	0	0	1	0
tweet_00000298	0	2	0	-1	0	0
tweet_00000299	3	0	0	0	0	0
tweet_00000300	1	2	-1	1	0	0
tweet_00000301	2	0	-1	-2	0	0
tweet_00000302	2	3	-1	-3	0	0
tweet_00000303	-1	2	0	0	0	0
tweet_00000304	1	2	1	0	1	0
tweet_00000305	1	2	0	-2	0	0
tweet_00000306	0	0	0	0	0	0
tweet_00000307	1	0	0	0	0	0
tweet_00000308	0	0	0	0	0	0
tweet_00000309	0	1	0	0	0	0
tweet_00000310	0	2	-1	1	0	0
tweet_00000311	1	0	0	-3	0	1
tweet_00000312	1	0	0	0	0	0
tweet_00000313	1	2	0	0	0	0
tweet_00000315	1	1	0	0	0	1
tweet_00000316	1	0	0	0	1	0
tweet_00000317	0	2	0	0	0	0
tweet_00000319	2	-2	0	1	0	0
tweet_00000320	2	-2	0	2	0	0
tweet_00000321	2	0	0	0	0	0
tweet_00000322	2	0	1	0	0	0
tweet_00000323	0	2	0	-2	0	1
tweet_00000324	0	2	0	-2	0	1
tweet_00000325	-2	2	0	-1	0	0
tweet_00000326	-1	1	1	0	0	0
tweet_00000327	2	2	0	0	0	0
tweet_00000328	0	-2	1	0	2	0
tweet_00000329	2	0	0	0	1	0
tweet_00000331	0	2	0	-1	0	0
tweet_00000332	1	4	0	0	0	0
tweet_00000333	0	2	0	0	0	0
tweet_00000334	-1	0	0	0	0	0
tweet_00000335	0	2	0	0	0	0
tweet_00000336	1	1	0	-1	0	0
tweet_00000337	0	2	0	-1	0	0
tweet_00000338	0	2	0	0	0	1
tweet_00000339	0	1	1	-1	0	0
tweet_00000340	0	3	0	0	0	0
tweet_00000341	1	1	0	0	2	0
tweet_00000342	1	1	1	0	0	0
tweet_00000343	0	1	0	0	0	0
tweet_00000344	1	3	0	0	0	0
tweet_00000345	-1	1	0	0	0	0
tweet_00000346	1	1	0	-1	0	0
tweet_00000347	0	2	0	-1	0	0
tweet_00000348	-1	1	0	0	0	0
tweet_00000349	-1	1	0	0	0	0
tweet_00000350	-1	2	0	-1	0	0
tweet_00000351	-2	0	0	0	0	0
tweet_00000352	-2	0	0	0	0	0
tweet_00000353	5	1	0	1	0	0
tweet_00000355	-1	1	0	0	0	0
tweet_00000356	-2	0	0	0	0	0
tweet_00000357	-2	1	0	1	1	0
tweet_00000358	1	2	-1	0	0	0
tweet_00000359	0	0	0	0	0	0
tweet_00000360	0	2	0	0	0	0
tweet_00000361	1	0	0	0	2	0
tweet_00000362	0	-1	0	0	0	0
tweet_00000363	1	0	0	0	0	0
tweet_00000364	-1	1	0	-1	1	0
tweet_00000365	0	4	0	-1	0	0
tweet_00000366	-2	1	0	-1	0	0
tweet_00000367	0	0	0	0	0	0
tweet_00000368	1	1	0	2	0	0
tweet_00000369	1	1	0	2	0	0
tweet_00000370	1	1	1	-2	0	0
tweet_00000371	0	1	0	0	0	0
tweet_00000372	3	1	0	0	0	0
tweet_00000373	1	2	0	0	3	0
tweet_00000374	0	1	0	0	1	0
tweet_00000375	0	-2	0	0	0	0
tweet_00000376	1	4	0	0	0	0
tweet_00000377	0	1	0	0	0	0
tweet_00000378	0	1	0	0	0	0
tweet_00000379	0	4	0	-1	0	0
tweet_00000380	1	4	0	0	1	0
tweet_00000381	-1	0	0	0	1	1
tweet_00000383	-1	3	0	-1	0	0
tweet_00000384	-1	3	0	-1	0	0
tweet_00000385	1	-1	0	0	3	1
tweet_00000386	2	0	0	0	0	0
tweet_00000389	0	3	0	-1	0	0
tweet_00000390	-1	2	0	-1	0	0
tweet_00000392	0	2	0	0	0	0
tweet_00000393	-2	2	0	0	0	0
tweet_00000394	-1	1	0	0	1	0
tweet_00000395	0	3	-1	-2	0	1
tweet_00000396	-1	2	0	0	0	0
tweet_00000397	-1	1	0	0	0	0
tweet_00000398	1	1	0	0	0	0
tweet_00000399	1	2	1	0	0	1
tweet_00000400	0	1	0	0	0	0
tweet_00000401	-5	0	1	0	0	0
tweet_00000402	0	1	-1	0	0	0
tweet_00000403	0	2	0	0	0	0
tweet_00000404	-1	0	0	0	1	0
tweet_00000406	0	0	0	0	0	0
tweet_00000408	1	1	0	-1	0	0
tweet_00000410	5	0	0	0	0	0
tweet_00000412	0	0	1	0	0	0
tweet_00000414	0	-1	0	0	0	0
tweet_00000416	0	0	1	0	0	0
tweet_00000417	-2	2	0	0	0	0
tweet_00000419	1	1	0	0	0	0
tweet_00000420	0	2	0	0	0	0
tweet_00000421	2	0	1	0	0	0
tweet_00000422	0	1	1	0	1	0
tweet_00000425	0	4	0	0	0	0
tweet_00000426	-3	1	0	0	0	0
tweet_00000427	1	-1	0	0	3	2
tweet_00000429	0	2	1	-1	0	1
tweet_00000430	-1	0	0	0	0	0
tweet_00000431	0	3	-1	-1	0	0
tweet_00000433	0	4	0	0	0	0
tweet_00000434	0	1	0	-1	0	0
tweet_00000435	0	3	0	-1	0	0
tweet_00000437	0	3	0	0	0	0
tweet_00000438	0	2	0	0	0	0
tweet_00000439	2	0	0	0	0	0
tweet_00000440	2	2	0	0	0	0
tweet_00000441	2	2	0	0	1	0
tweet_00000444	0	-2	0	0	3	0
tweet_00000445	1	1	1	0	0	0
tweet_00000446	-1	0	0	-2	0	0
tweet_00000447	0	3	0	-1	0	0
tweet_00000448	0	0	0	0	0	0
tweet_00000449	0	2	0	0	0	0
tweet_00000450	1	-1	0	-1	2	1
tweet_00000451	0	2	0	0	0	0
tweet_00000452	0	2	0	-1	0	0
tweet_00000453	-1	0	0	0	1	0
tweet_00000454	-1	1	0	0	1	0
tweet_00000455	0	0	0	-1	0	0
tweet_00000456	-1	0	1	0	0	0
tweet_00000457	1	2	0	0	0	0
tweet_00000458	0	2	0	0	0	0
tweet_00000460	1	-2	0	0	3	1
tweet_00000461	0	1	0	0	0	0
tweet_00000462	1	1	0	0	0	0
tweet_00000463	0	3	0	-1	0	0
tweet_00000465	0	1	0	0	0	0
tweet_00000466	0	-2	0	0	1	1
tweet_00000467	-2	2	0	-1	0	0
tweet_00000468	0	2	0	0	0	0
tweet_00000469	0	3	0	0	0	0
tweet_00000470	0	2	0	-1	0	0
tweet_00000471	0	2	0	-1	0	0
tweet_00000472	0	1	0	-1	0	1
tweet_00000473	0	1	0	0	0	0
tweet_00000474	-1	1	0	0	0	0
tweet_00000475	1	1	0	0	0	0
tweet_00000476	3	0	0	0	0	1
tweet_00000477	1	1	0	-2	0	0
tweet_00000478	-2	0	0	-1	0	0
tweet_00000479	0	3	0	0	0	0
tweet_00000480	-1	0	0	0	0	0
tweet_00000481	0	2	2	-1	0	0
tweet_00000482	1	1	0	-2	0	1
tweet_00000483	0	-2	-1	-1	3	2
tweet_00000484	0	2	0	0	0	0
tweet_00000485	1	-2	0	0	2	1
tweet_00000486	3	0	0	0	0	0
tweet_00000487	1	2	0	-3	0	1
tweet_00000488	-2	2	0	0	0	0
tweet_00000489	0	2	0	-1	0	0
tweet_00000490	0	2	0	0	0	0
tweet_00000491	0	2	0	0	0	0
tweet_00000493	0	1	0	0	0	0
tweet_00000494	1	2	0	-1	0	0
tweet_00000495	1	3	0	0	0	0
tweet_00000496	1	-2	-1	-1	3	2
tweet_00000497	0	2	0	0	0	0
tweet_00000498	0	1	-1	1	0	0
tweet_00000500	1	1	0	0	0	0
tweet_00000501	0	-1	1	0	0	-1
tweet_00000502	-1	5	0	0	0	0
tweet_00000504	1	2	0	0	0	0
tweet_00000505	1	1	0	0	1	0
tweet_00000506	0	2	0	0	0	0
tweet_00000507	0	0	0	-2	0	0
tweet_00000508	0	0	0	0	1	0
tweet_00000509	0	0	0	0	1	0
tweet_00000510	1	2	0	0	0	0
tweet_00000511	2	2	0	0	0	0
tweet_00000512	1	3	0	-3	0	1
tweet_00000513	1	1	0	0	0	0
tweet_00000514	-2	-1	0	0	0	1
tweet_00000515	1	1	0	0	0	0
tweet_00000516	0	3	0	-2	0	0
tweet_00000517	0	1	0	-1	0	0
tweet_00000518	1	1	0	0	0	0
tweet_00000519	0	2	0	-1	0	0
tweet_00000520	0	2	0	-1	0	0
tweet_00000523	0	3	0	0	0	0
tweet_00000524	1	2	0	0	0	0
tweet_00000525	1	1	0	0	0	0
tweet_00000526	0	0	0	0	0	0
tweet_00000527	-1	1	0	0	0	0
tweet_00000528	-2	2	0	0	0	0
tweet_00000529	0	2	0	1	0	0
tweet_00000530	0	1	0	0	0	0
tweet_00000531	0	3	1	0	0	0
tweet_00000532	-1	0	1	0	0	0
tweet_00000533	2	2	0	0	0	0
tweet_00000534	3	3	0	0	0	0
tweet_00000535	1	1	0	-1	1	1
tweet_00000536	1	0	1	0	1	1
tweet_00000537	1	1	0	0	0	0
tweet_00000538	-1	-1	0	0	1	0
tweet_00000540	0	2	0	0	1	0
tweet_00000542	1	0	0	0	0	0
tweet_00000543	0	1	0	0	0	0
tweet_00000544	0	2	0	-1	0	0
tweet_00000545	0	2	0	0	0	0
tweet_00000546	1	1	0	0	0	0
tweet_00000547	0	1	0	0	1	1
tweet_00000548	2	1	0	0	2	1
tweet_00000551	0	2	0	0	0	0
tweet_00000552	0	2	1	-1	0	0
tweet_00000553	0	3	0	0	0	0
tweet_00000554	0	0	0	0	0	0
tweet_00000555	0	0	0	0	0	0
tweet_00000556	1	0	0	0	0	0
tweet_00000557	1	2	1	0	1	0
tweet_00000558	2	1	0	0	0	0
tweet_00000559	0	-2	0	0	2	0
tweet_00000560	1	2	0	-2	0	0
tweet_00000562	1	-2	0	0	3	1
tweet_00000563	-3	0	0	0	0	0
tweet_00000564	3	-1	0	-1	0	0
tweet_00000565	1	0	0	0	1	0
tweet_00000566	6	1	0	0	1	0
tweet_00000567	-1	2	0	0	0	0
tweet_00000568	1	1	0	0	0	0
tweet_00000569	0	0	0	0	0	1
tweet_00000570	0	2	0	-1	1	0
tweet_00000571	1	1	0	0	0	0
tweet_00000572	0	2	0	-1	0	0
tweet_00000573	0	3	0	-2	0	0
tweet_00000574	3	1	0	-1	0	0
tweet_00000575	1	1	0	-1	0	0
tweet_00000576	0	1	0	0	0	0
tweet_00000577	1	2	0	-1	0	0
tweet_00000578	1	1	0	0	0	0
tweet_00000580	0	0	0	0	0	0
tweet_00000581	-1	2	0	-1	0	0
tweet_00000582	1	1	0	-2	0	0
tweet_00000583	-1	1	1	0	0	0
tweet_00000584	-1	0	0	0	0	0
tweet_00000585	0	5	0	0	0	0
tweet_00000587	0	3	0	-1	0	0
tweet_00000588	3	0	0	0	0	0
tweet_00000589	0	1	0	0	0	0
tweet_00000590	-1	1	0	0	0	0
tweet_00000591	0	2	0	-1	0	0
tweet_00000592	1	1	0	0	0	0
tweet_00000593	1	1	0	0	0	0
tweet_00000594	3	-2	0	1	2	0
tweet_00000595	0	1	0	0	0	0
tweet_00000596	-1	2	0	-1	0	0
tweet_00000597	-1	0	0	0	0	1
tweet_00000598	-2	2	0	0	0	0
tweet_00000599	0	0	0	0	0	0
tweet_00000600	-1	2	0	0	0	0
tweet_00000602	1	2	0	-1	0	0
tweet_00000603	0	1	0	-1	-1	1
tweet_00000606	0	1	0	0	0	1
tweet_00000607	0	0	0	0	0	0
tweet_00000608	1	1	0	0	0	1
tweet_00000609	1	1	0	-2	0	1
tweet_00000610	1	-2	-1	-1	3	2
tweet_00000611	1	1	0	-1	0	0
tweet_00000614	1	1	0	0	0	1
tweet_00000615	-1	2	0	-1	0	0
tweet_00000616	0	1	0	0	0	0
tweet_00000617	0	1	0	0	0	0
tweet_00000620	-2	2	0	0	0	0
tweet_00000621	-3	1	0	0	0	0
tweet_00000623	1	1	0	0	0	0
tweet_00000624	1	0	0	0	2	0
tweet_00000627	0	0	1	0	0	0
tweet_00000628	-1	2	0	-1	0	0
tweet_00000629	0	0	0	0	1	0
tweet_00000631	0	0	0	0	0	0
tweet_00000633	0	0	0	0	0	0
tweet_00000634	2	0	-1	0	0	0
tweet_00000635	1	-2	1	0	0	-1
tweet_00000637	0	0	0	0	0	0
tweet_00000638	3	0	0	0	0	0
tweet_00000639	-1	-2	0	0	4	0
tweet_00000640	0	1	0	0	0	0
tweet_00000642	1	3	0	-2	0	0
tweet_00000643	0	0	0	0	0	0
tweet_00000644	0	-2	0	0	1	1
tweet_00000645	0	-2	2	-1	1	1
tweet_00000646	0	2	0	-1	0	0
tweet_00000647	1	1	0	1	0	0
tweet_00000648	0	3	0	0	0	0
tweet_00000649	-2	2	0	0	0	1
tweet_00000650	0	0	0	-1	0	0
tweet_00000651	0	2	0	-2	0	0
tweet_00000652	0	2	0	0	0	0
tweet_00000653	-2	0	1	0	0	0
tweet_00000654	0	1	0	-2	2	1
tweet_00000655	1	0	0	0	0	0
tweet_00000656	1	-2	0	0	3	0
tweet_00000658	-1	0	2	-1	0	0
tweet_00000659	1	1	1	0	0	0
tweet_00000660	0	0	1	0	0	0
tweet_00000661	-1	2	0	0	0	0
tweet_00000662	0	2	0	-1	0	0
tweet_00000663	1	0	0	0	0	0
tweet_00000664	2	1	0	0	0	0
tweet_00000665	1	1	0	0	0	1
tweet_00000666	2	1	0	0	0	0
tweet_00000667	4	1	0	-2	0	0
tweet_00000668	1	-2	0	0	2	1
tweet_00000669	1	-2	0	0	2	2
tweet_00000670	0	2	0	-1	0	0
tweet_00000671	0	1	-1	-1	0	0
tweet_00000672	0	2	1	-1	0	0
tweet_00000673	-2	4	0	0	0	0
tweet_00000674	-1	0	0	0	0	0
tweet_00000675	0	0	0	0	0	0
tweet_00000676	0	1	0	0	0	0
tweet_00000677	0	1	0	0	0	1
tweet_00000678	-1	0	0	0	0	0
tweet_00000679	-3	2	0	-2	0	0
tweet_00000680	-1	1	0	0	0	0
tweet_00000681	0	1	0	0	0	0
tweet_00000682	0	2	0	-1	0	0
tweet_00000683	0	-2	0	0	0	0
tweet_00000684	0	2	0	0	0	0
tweet_00000685	1	2	0	0	0	0
tweet_00000686	-2	0	1	0	0	0
tweet_00000687	-1	-1	1	0	0	0
tweet_00000689	0	0	0	0	0	0
tweet_00000691	-1	2	0	-2	0	0
tweet_00000692	0	2	0	0	0	0
tweet_00000693	0	0	0	0	0	0
tweet_00000694	1	-1	0	1	0	1
tweet_00000695	0	2	0	0	0	0
tweet_00000697	2	-2	0	0	0	0
tweet_00000698	2	-2	0	0	0	0
tweet_00000699	0	1	0	0	0	1
tweet_00000700	0	0	0	-1	0	0
tweet_00000701	-1	1	0	0	1	1
tweet_00000702	-1	3	0	0	0	0
tweet_00000703	-2	1	1	-2	0	0
tweet_00000704	0	0	0	0	0	0
tweet_00000705	1	-2	0	0	1	0
tweet_00000707	1	-3	0	0	2	2
tweet_00000708	1	2	0	0	-1	0
tweet_00000711	0	-2	0	0	2	2
tweet_00000713	1	0	0	0	0	0
tweet_00000714	-1	1	0	0	-1	0
tweet_00000715	6	1	0	0	0	0
tweet_00000716	-1	1	0	0	0	0
tweet_00000717	1	0	0	0	0	0
tweet_00000718	0	3	0	0	0	0
tweet_00000719	1	-2	1	0	3	0
tweet_00000720	1	2	0	-1	0	0
tweet_00000721	0	4	0	0	0	1
tweet_00000722	-1	2	0	-1	0	0
tweet_00000723	1	-2	0	0	3	0
tweet_00000724	-1	0	0	0	0	0
tweet_00000725	-1	1	0	0	0	0
tweet_00000726	-1	0	1	0	0	0
tweet_00000727	0	2	0	0	1	0
tweet_00000728	0	0	0	0	0	0
tweet_00000729	0	2	0	-1	0	0
tweet_00000730	0	0	0	-2	0	1
tweet_00000731	-1	-2	0	0	1	0
tweet_00000732	0	0	0	0	0	0
tweet_00000734	1	1	0	0	0	0
tweet_00000735	1	1	0	0	0	1
tweet_00000736	0	1	0	0	0	0
tweet_00000737	1	0	-1	0	0	0
tweet_00000738	-1	4	0	0	0	1
tweet_00000739	0	-2	0	0	3	3
tweet_00000740	2	2	0	0	0	0
tweet_00000741	-2	2	0	-2	0	0
tweet_00000742	0	0	0	0	0	0
tweet_00000744	1	1	0	0	0	0
tweet_00000745	-1	2	0	0	0	0
tweet_00000746	-1	2	0	0	0	0
tweet_00000747	0	3	0	0	0	0
tweet_00000749	0	1	0	0	0	0
tweet_00000750	1	2	0	0	0	0
tweet_00000751	0	0	1	0	0	0
tweet_00000752	1	0	0	0	0	0
tweet_00000753	0	1	0	0	0	0
tweet_00000754	0	2	0	0	0	0
tweet_00000755	0	2	0	0	0	0
tweet_00000756	0	2	0	0	0	0
tweet_00000757	1	2	0	0	0	0
tweet_00000758	0	2	0	0	0	0
tweet_00000759	0	1	0	0	0	0
tweet_00000760	0	1	0	0	0	0
tweet_00000761	1	-2	0	0	3	1
tweet_00000762	1	0	-1	0	0	0
tweet_00000763	0	2	0	0	0	0
tweet_00000764	0	2	0	0	0	0
tweet_00000765	-1	1	0	0	0	0
tweet_00000766	0	0	0	0	0	0
tweet_00000767	0	1	0	0	0	0
tweet_00000768	0	0	0	0	0	0
tweet_00000770	1	1	0	0	0	0
tweet_00000771	0	1	0	-1	0	0
tweet_00000773	0	1	1	-1	0	0
tweet_00000774	1	1	1	-1	0	0
