_NAME_	COMMUNAL
v000033	0.3549960568
v000007	0.4000817841
v000050	0.4110963088
v000042	0.4351293601
v000072	0.4626462321
v000110	0.477058682
v000008	0.5228463729
v000038	0.5332226921
v000041	0.5390212041
v000012	0.5410340643
v000064	0.5487385587
v000027	0.5583657994
v000103	0.5608540269
v000019	0.5720876853
v000022	0.5759722942
v000011	0.5774070112
v000029	0.5999611982
v000076	0.6030164229
v000126	0.6122838846
v000014	0.6128105346
v000016	0.6129994774
v000045	0.6193416033
v000094	0.6585093573
v000046	0.6766594923
v000065	0.6983255068
v000028	0.6991685568
v000013	0.6997367708
v000021	0.7040126149
v000060	0.704209041
v000104	0.7061797565
v000090	0.7099755014
v000053	0.7170170499
v000002	0.7395358899
v000059	0.7434952449
v000015	0.7649089258
v000056	0.7677487774
v000005	0.7849520489
v000020	0.7882718772
v000220	0.7937168216
v000037	0.797454207
v000077	0.8194953841
v000085	0.8245349298
v000097	0.8332678196
v000069	0.8427851876
v000036	0.8448360778
v000030	0.8485189419
v000040	0.8660833751
v000316	0.8885479129
v000115	0.9029543603
v000093	0.907440422
v000006	0.9106657866
v000003	0.9357723892
v000129	0.9359854491
v000081	0.9408562332
v000105	0.9432716023
v000063	0.9442199688
v000136	0.9443140322
v000025	0.9502714249
v000039	0.954037951
v000102	0.9672184524
v000052	0.9688014983
v000009	0.9702187324
v000048	0.9855358731
v000010	0.9892355497
v000017	1.0047718608
v000088	1.015816421
v000141	1.0161152303
v000070	1.0229867771
v000113	1.0232163458
v000066	1.0306868996
v000119	1.0417836203
v000125	1.0434788212
v000018	1.0449606966
v000051	1.067331098
v000026	1.0726288422
v000107	1.076879284
v000035	1.128320376
v000152	1.136345406
v000162	1.1420199096
v000502	1.1514803284
v000168	1.1569633128
v000001	1.1691409944
v000058	1.1897473864
v000195	1.1995321367
v000361	1.206307007
v000099	1.2333920325
v000004	1.2341239722
v000034	1.2389198756
v000222	1.245486758
v000202	1.2532968579
v000071	1.2836903757
v000092	1.2959127965
v000133	1.2962926001
v000172	1.3130337743
v000043	1.3432310774
v000137	1.3432628605
v000024	1.3433422282
v000299	1.3458419071
v000263	1.3508810897
v000213	1.3587395412
v000106	1.3700234332
v000139	1.4105388806
v000310	1.418255484
v000146	1.4347901307
v000032	1.4407762554
v000062	1.4477519522
v000184	1.4524646085
v000134	1.4611120319
v000055	1.4615287083
v000116	1.4734650979
v000140	1.4792708589
v000339	1.4888811755
v000244	1.5071420443
v000132	1.5095626292
v000100	1.5158696352
v000155	1.5179684115
v000147	1.5238744206
v000080	1.5407862509
v000158	1.5412154583
v000193	1.5547265411
v000169	1.5589495115
v000279	1.5655771104
v000203	1.5783754548
v000264	1.5786346247
v000207	1.5979762479
v000163	1.5990478375
v000297	1.6051521901
v000294	1.6073982439
v000185	1.6162080678
v000338	1.6166316934
v000239	1.6314969711
v000031	1.6472263878
v000354	1.6567484201
v000318	1.6740178761
v000124	1.7247267053
v000374	1.734608891
v000154	1.7423363239
v000114	1.7438546977
v000159	1.7439457126
v000397	1.7648538415
v000150	1.7657106398
v000259	1.8060708797
v000315	1.8228940622
v000161	1.8334916883
v000170	1.8343539232
v000230	1.844552293
v000485	1.8495283448
v000196	1.8531534118
v000497	1.8740252629
v000347	1.8816343056
v000356	1.8985621984
v000604	1.9247275619
v000242	1.9403191834
v000323	1.9410792479
v000287	1.9496378734
v000236	1.9541458319
v000387	1.9614406441
v000289	1.9640506039
v000335	1.971997591
v000326	1.9794224141
v000189	1.9958571514
v000410	2.0473735697
v000171	2.0527148789
v000373	2.0543399036
v000305	2.0572708492
v000303	2.0809252527
v000389	2.0903516005
v000307	2.1057820596
v000280	2.1153323466
v000234	2.1184204971
v000447	2.1299322987
v000423	2.1303380733
v000525	2.173035665
v000340	2.1780861543
v000349	2.1784815186
v000415	2.202190316
v000225	2.2115986492
v000399	2.2246060458
v000226	2.2255036376
v000324	2.2424184276
v000424	2.2435948
v000395	2.2573223106
v000262	2.263903177
v000321	2.26566847
v000192	2.2740115848
v000320	2.2931393012
v000450	2.3038168455
v000469	2.3089296716
v000285	2.3093058021
v000446	2.3150082775
v000331	2.3412683815
v000522	2.3439038203
v000580	2.3470465436
v000457	2.351697627
v000529	2.3688136844
v000508	2.3719948656
v000209	2.3938008534
v000615	2.3961498589
v000421	2.402106375
v000484	2.4108361065
v000435	2.4769166849
v000127	2.4800127353
v000501	2.4892987236
v000467	2.4957961327
v000518	2.5043837399
v000630	2.5061133238
v000277	2.5198460477
v000398	2.541473815
v000379	2.5518636326
v000157	2.6022697428
v000334	2.6143230243
v000570	2.624253355
v000214	2.6311711118
v000555	2.6487544224
v000648	2.6647169678
v000427	2.6736834615
v000313	2.6860924527
v000807	2.6902625769
v000254	2.7000717394
v000314	2.7217982241
v000499	2.7225208189
v000553	2.7302563844
v000412	2.7447538796
v000532	2.7761463363
v000593	2.7856492176
v000747	2.7868356906
v000513	2.8028276544
v000864	2.805934727
v000533	2.8068308239
v000741	2.8114711406
v000743	2.8207346405
v000684	2.8578897742
v000703	2.8747827792
v000439	2.8780915144
v000471	2.878139933
v000463	2.9115439493
v000657	2.9479733194
v000845	2.9526903822
v000556	2.955485088
v000733	2.9583546762
v000826	2.979778799
v000617	2.9843231713
v000696	2.9882554853
v000850	2.9970697605
v000539	2.9975141858
v000758	3.0130992229
v000838	3.059034729
v000687	3.0885256177
v000681	3.1158613726
v000869	3.1182580131
v000701	3.1222939787
v000678	3.1258734128
v000692	3.1473566051
v000975	3.1478482604
v000852	3.1513753379
v000925	3.1533252295
v000870	3.1797252602
v000175	3.2241212425
v000794	3.2274099408
v000940	3.2589663222
v000947	3.2627097935
v000877	3.2908781452
v000745	3.3021146049
v000268	3.320176557
v000682	3.3264432487
v000281	3.33090268
v000965	3.3374982231
v000904	3.3376559034
v000984	3.425976463
v000926	3.4376083125
v000957	3.501971225
v000708	3.5203350024
v000763	3.5415148071
v000622	3.5602329604
v000729	3.589525653
v000583	3.6490724754
v000710	3.7551017109
v000911	3.7552776062
v000819	3.7731484691
v000727	3.8006717726
v000979	3.8019074317
v000884	3.9371977038
v000914	3.9643100863
v000760	4.0806485723
v000987	4.1197239004
