Strata	File Count	Label Count
000364	1	13
000367	1	5
000368	1	33
000372	1	8
000374	1	3
000377	1	0
000378	1	18
000381	1	2
000384	1	24
000386	1	19
000387	1	6
000389	1	1
000392	2	20
000397	1	19
000398	1	24
000399	1	7
000404	1	18
000406	1	14
000407	1	22
000411	1	7
000412	1	10
000413	1	17
000415	1	3
000416	1	10
000417	1	12
000418	1	4
000419	1	3
000422	1	7
000425	1	20
000426	1	1
000427	1	11
000430	1	19
000431	1	11
000432	6	128
000433	1	3
000434	1	11
000435	1	13
000439	1	23
000440	1	3
000441	1	25
000444	1	11
000445	1	0
000449	2	5
000451	1	15
000452	1	2
000456	1	24
000460	1	10
000461	1	2
000466	1	7
000469	1	13
000470	3	19
000472	1	8
000475	1	2
000478	1	12
000479	1	1
000481	1	15
000482	1	4
000483	1	11
000484	1	7
000487	1	8
000489	3	19
000491	1	9
000493	1	16
000498	1	8
000499	1	0
000502	1	12
000506	1	4
000507	1	3
000511	1	5
000516	1	8
000517	1	2
000520	1	1
000523	1	2
000524	4	16
000526	1	12
000527	1	1
000530	1	7
000531	1	11
000533	1	10
000534	1	7
000535	1	3
000536	1	3
000540	1	28
000541	1	4
000543	1	8
000545	1	22
000546	1	0
000551	1	9
000553	1	4
000554	1	1
000555	1	22
000557	1	7
000559	1	9
000561	1	15
000562	1	2
000567	1	9
000569	1	1
000570	1	15
000573	1	25
000574	1	29
000576	1	27
000578	1	4
000582	1	27
000583	1	23
000584	1	14
000585	1	3
000592	1	4
000593	1	6
000595	1	3
000596	1	21
000601	1	12
000602	1	0
000609	1	25
000611	1	3
000615	1	5
000616	1	13
000617	1	21
000619	1	4
000620	1	10
000622	1	3
000623	1	1
000625	1	15
000627	1	9
000628	1	12
000630	1	4
000636	1	21
000640	1	3
000642	1	8
000643	1	15
000644	1	2
000646	3	24
000648	1	10
000650	1	10
000653	1	0
000655	1	9
000658	1	12
000660	1	1
000663	1	5
000665	1	17
000668	1	7
000670	1	2
000671	1	13
000672	1	7
000673	1	1
000674	1	20
000675	1	9
000680	1	4
000681	1	17
000684	1	1
000685	1	23
000688	1	11
000689	1	5
000691	1	7
000692	1	2
000696	1	6
000704	1	32
000705	1	2
000706	1	2
000707	1	1
000712	1	21
000713	1	7
000715	1	22
000716	1	9
000718	1	28
000720	1	6
000721	1	7
000723	1	5
000724	1	19
000725	1	20
000727	1	29
000731	1	2
000732	1	6
000733	1	20
000734	2	46
000737	1	17
000738	1	11
000739	1	13
000742	1	4
000743	1	0
000744	1	17
000745	1	15
000747	1	7
000749	1	4
000751	1	16
000755	1	4
000756	1	5
000757	1	22
000762	1	3
000765	4	112
000767	1	10
000768	1	2
000769	1	0
000772	1	9
000773	1	15
000774	1	1
000776	1	3
000783	1	16
000784	1	2
000785	1	7
000786	1	2
000791	1	10
000793	1	12
000794	1	24
000796	1	12
000797	1	6
000801	1	1
000805	1	29
000811	1	24
000814	1	11
000815	1	18
000816	1	22
000817	1	2
000819	1	10
000820	1	5
000823	2	14
000826	1	0
000827	1	7
000829	1	2
000831	1	22
000834	1	28
000835	1	0
000836	1	2
000837	1	9
000850	1	18
000851	1	7
000852	1	18
000853	1	7
000855	1	0
000856	1	11
000857	1	4
000859	1	2
000863	1	12
000864	1	12
000866	1	10
000868	1	2
000875	2	5
000880	1	3
000885	1	13
000887	1	1
000891	1	7
000892	1	5
000893	1	5
000895	1	1
000896	1	33
000899	1	4
000901	1	10
000904	1	3
000905	1	5
000906	2	6
000908	1	3
000909	1	3
000911	1	8
000912	1	7
000915	1	30
000916	1	4
000917	1	10
000918	1	5
000919	1	21
000921	1	4
000922	1	3
000929	1	12
000931	1	4
000932	1	17
000933	1	7
000934	1	2
000936	1	11
000939	1	1
000940	1	11
000942	1	8
000945	1	17
000949	1	4
000956	1	29
000957	1	12
000958	1	7
000959	1	22
000960	1	15
000961	1	2
000962	1	6
000963	1	5
000964	1	7
000965	2	7
000967	1	14
000969	1	10
000974	1	10
000975	1	10
000980	3	12
000983	1	8
000986	1	7
000988	1	3
000990	1	9
000991	1	3
000992	1	3
000993	1	2
000995	1	8
000996	1	0
000998	1	33
000999	1	5
001003	1	15
001004	1	5
001006	1	11
001008	1	13
001010	1	3
001011	4	17
001012	1	29
001013	1	9
001014	1	6
001016	1	4
001017	1	9
001019	1	2
001020	1	8
001021	1	3
001023	1	23
001024	1	2
001026	1	1
001029	1	2
001031	1	13
001032	1	0
001036	1	11
001040	1	11
001042	1	6
001043	1	5
001046	1	13
001047	1	9
001048	1	1
001050	1	3
001051	1	7
001052	1	4
001053	1	5
001055	1	7
001056	1	3
001059	1	4
001060	4	16
001061	1	21
001065	1	15
001066	1	3
001067	1	2
001069	1	2
001072	4	13
001073	1	2
001075	1	11
001076	4	14
001078	1	10
001079	1	3
001082	1	5
001088	1	3
001089	2	16
001093	1	16
001095	1	11
001096	1	27
001097	1	2
001102	1	4
001105	1	4
001106	3	22
001115	1	3
001117	1	22
001118	1	7
001119	1	23
001120	1	12
001122	1	14
001129	1	6
001131	1	20
001133	1	2
001134	1	12
001136	1	12
001140	1	6
001142	1	5
001148	1	19
001153	1	7
001154	1	32
001159	1	1
001160	1	0
001162	1	10
001167	1	1
001172	1	1
001175	1	9
001177	2	6
001178	1	2
001179	1	19
001180	1	6
001181	1	2
001182	1	2
001183	1	2
001184	1	25
001185	1	3
001188	1	20
001191	1	28
001192	1	26
001196	1	3
001197	1	4
001198	1	16
001199	1	3
001201	1	11
001202	1	7
001204	1	5
001206	1	13
001207	2	13
001208	1	11
001209	1	7
001210	1	6
001211	1	5
001213	1	12
001217	1	20
001218	1	25
001223	1	16
001226	1	6
001229	1	4
001234	1	4
001237	1	23
001239	1	20
001240	1	5
001242	1	6
001243	1	2
001244	1	7
001245	1	20
001246	1	6
001247	1	9
001249	1	0
001251	1	24
001253	1	16
001254	1	6
001256	1	23
001257	1	2
001259	4	11
001260	1	16
001262	1	27
001263	1	2
001265	1	11
001266	1	5
001268	1	5
001270	1	2
001271	1	1
001272	1	7
001274	1	3
001275	1	6
001276	1	15
001278	1	26
001280	1	12
001281	1	13
001284	1	18
001285	1	27
001286	1	10
001291	1	34
001293	1	2
001294	1	8
001297	1	5
001300	1	5
001301	1	6
001303	1	21
001305	1	10
001306	1	31
001308	1	14
001313	1	6
001315	1	7
001318	2	30
001322	1	8
001325	1	21
001326	1	18
001328	1	13
001329	1	0
001331	1	9
001332	1	6
001333	1	5
001337	1	3
001339	1	10
001341	1	42
001342	1	10
001343	1	13
001345	1	3
001346	1	36
001347	1	0
001348	1	11
001350	1	3
001351	1	4
001352	1	5
001357	1	12
001358	1	24
001361	1	2
001363	1	4
001364	1	5
001365	1	2
001366	1	4
001369	1	4
001370	1	3
001373	1	32
001375	1	13
001376	1	5
001377	1	5
001378	1	8
001379	1	22
001382	1	7
001383	1	21
001384	1	3
001386	1	1
001390	1	4
001394	1	25
001395	1	3
001397	1	9
001400	1	5
001401	1	12
001403	4	32
001408	1	2
001411	1	2
001412	2	6
001413	1	9
001414	2	40
001415	1	14
001416	1	19
001417	1	17
001418	1	12
001419	1	7
001420	1	2
001422	1	3
001423	1	1
001426	1	17
001427	1	28
001430	1	3
001437	1	3
001439	1	7
001440	1	18
001442	1	14
001443	1	1
001445	1	10
001446	1	15
001451	1	9
001455	1	3
001457	1	15
001459	1	12
001460	1	3
001463	1	16
001464	1	5
001467	1	8
001468	1	1
001471	1	8
001472	1	3
001473	1	0
001476	1	7
001477	1	3
001478	1	13
001479	1	19
001480	1	6
001483	1	21
001490	1	3
001491	1	5
001492	1	9
001494	1	20
001495	1	10
001497	3	27
001499	1	2
001500	1	5
001501	1	0
001502	1	27
001504	2	10
001505	1	6
001509	1	7
001510	1	12
001511	1	28
001514	1	9
001516	1	11
001518	1	22
001520	1	6
001521	1	29
001533	3	17
001535	1	2
001536	1	26
001541	2	15
001542	1	3
001543	1	10
001544	1	24
001545	1	10
001546	1	13
001547	1	4
001548	1	4
001549	1	5
001551	1	7
001552	1	8
001553	1	13
001554	1	17
001555	1	5
001558	1	9
001560	1	5
001561	1	3
001562	1	1
001563	1	25
001564	1	19
001565	1	5
001566	1	4
001567	1	1
001568	1	7
001570	1	21
001572	1	5
001573	1	2
001575	1	6
001582	1	15
001583	1	23
001584	1	19
001585	4	26
001586	1	4
001587	1	5
001591	1	2
001593	1	9
001594	1	5
001596	1	2
001597	1	8
001599	1	19
001600	1	8
001603	1	30
001604	1	27
001606	1	1
001607	1	26
001611	1	17
001613	1	24
001617	1	3
001619	1	2
001622	1	0
001623	1	15
001624	1	5
001626	1	19
001635	1	13
001639	1	3
001641	1	16
001642	1	4
001645	1	3
001646	1	12
001649	1	6
001650	1	20
001651	1	9
001652	1	12
001654	1	10
001655	1	0
001657	1	20
001658	1	3
001659	1	9
001660	1	5
001661	1	5
001662	1	24
001663	1	15
001666	1	7
001669	1	30
001670	1	7
001671	1	2
001672	1	23
001673	1	5
001676	1	15
001677	1	4
001679	1	3
001681	1	14
001683	1	0
001684	1	2
001685	1	8
001686	1	13
001688	1	0
001689	1	8
001691	1	4
001692	1	15
001693	1	15
001694	1	4
001695	1	3
001697	1	14
001699	1	25
001701	1	1
001702	1	6
001703	1	9
001705	1	10
001706	1	23
001710	1	22
001715	1	4
001716	1	26
001717	1	3
001718	2	16
001721	1	2
001722	1	15
001725	1	21
001726	1	6
001727	1	25
001728	1	5
001729	1	17
001731	1	9
001732	1	23
001735	1	2
001736	1	11
001737	1	5
001740	1	4
001741	1	4
001742	4	24
001743	1	0
001746	1	17
001750	1	10
001751	1	9
001752	1	7
001753	1	2
001754	1	4
001755	1	17
001756	2	10
001757	1	5
001759	1	4
001762	2	29
001764	2	12
001765	1	13
001769	1	3
001770	3	19
001772	3	15
001774	1	5
001778	1	2
001779	1	28
001781	1	20
001783	1	3
001785	1	12
001786	1	6
001787	1	3
001788	1	5
001791	3	18
001792	3	16
001795	1	25
001796	1	7
001798	1	9
001801	1	8
001803	1	7
001804	1	3
001805	1	18
001808	1	12
001809	1	5
001810	1	4
001811	1	13
001812	1	27
001813	1	12
001816	1	4
001819	1	4
001820	1	4
001821	1	10
001822	4	33
001826	1	27
001827	1	18
001829	1	16
001830	1	24
001831	1	24
001836	1	11
001838	1	18
001839	1	29
001841	1	3
001843	1	6
001844	1	7
001847	2	6
001848	1	2
001850	1	2
001851	1	1
001852	1	2
001856	1	9
001857	1	21
001858	1	11
001859	1	8
001864	1	12
001865	1	2
001867	1	7
001868	4	32
001870	1	6
001871	1	3
001872	1	6
001877	1	2
001878	1	3
001879	1	4
001881	4	26
001883	1	22
001884	1	23
001885	1	13
001886	1	21
001889	1	12
001893	1	2
001895	1	18
001896	1	5
001897	1	13
001898	1	3
001899	1	15
001901	1	2
001902	1	11
001903	1	4
001904	3	16
001905	1	4
001906	1	10
001908	1	19
001913	1	8
001914	1	6
001919	1	4
001921	1	5
001922	1	5
001932	1	12
001933	1	0
001936	1	6
001937	1	3
001938	1	21
001940	1	5
001943	1	6
001947	1	12
001949	1	16
001952	1	4
001954	1	21
001955	1	4
001957	3	6
001958	1	22
001959	1	3
001960	1	6
001961	1	7
001963	1	3
001964	1	8
001965	1	3
001967	1	3
001969	1	3
001970	1	31
001971	1	2
001972	1	15
001978	1	30
001979	1	2
001980	1	7
001981	4	13
001984	1	21
001986	1	4
001989	1	28
001993	1	10
001994	1	3
001995	1	2
001997	1	5
002000	1	0
002001	1	24
002005	1	6
002008	1	6
002009	1	23
002011	1	3
002012	1	9
002014	1	5
002016	1	20
002017	1	4
002018	1	21
002025	1	4
002029	1	27
002032	1	5
002033	4	54
002035	1	21
002037	1	7
002038	1	29
002039	1	19
002040	1	19
002041	1	5
002046	4	19
002047	1	3
002049	1	22
002050	1	6
002052	1	14
002060	1	23
002061	1	22
002062	1	4
002064	1	15
002065	1	5
002068	1	30
002069	1	1
002073	1	1
002076	1	8
002077	1	31
002079	1	9
002081	1	2
002082	1	0
002084	1	4
002086	1	1
002087	1	1
002089	4	23
002091	1	12
002092	1	1
002093	1	4
002097	1	20
002098	1	6
002099	1	11
002100	1	24
002103	1	6
002105	1	5
002106	1	5
002110	1	2
002116	1	25
002117	1	6
002118	1	3
002119	4	19
002120	1	2
002122	1	1
002123	1	9
002125	1	33
002126	4	10
002129	1	10
002132	1	20
002133	1	6
002134	1	13
002135	1	4
002137	1	14
002138	1	4
002140	1	6
002142	1	3
002145	1	15
002148	1	2
002150	1	14
002151	1	3
002152	1	17
002155	1	4
002158	1	28
002159	1	6
002167	1	3
002168	1	6
002169	1	11
002174	2	12
002176	1	2
002179	1	5
002180	1	3
002182	4	17
002184	3	21
002185	1	21
002189	1	8
002193	1	6
002194	1	20
002199	1	6
002201	1	2
002203	1	10
002204	1	2
002206	1	1
002211	1	10
002214	1	8
002215	1	2
002218	1	3
002219	1	4
002222	1	5
002225	1	18
002229	1	5
002231	1	30
002232	1	8
002234	1	5
002235	1	9
002241	1	1
002243	1	2
002244	1	5
002246	1	13
002248	1	26
002249	1	4
002251	1	7
002253	1	28
002254	1	6
002259	1	10
002260	1	19
002261	1	12
002262	1	3
002263	1	29
002264	1	29
002265	1	0
002269	1	2
002270	1	5
002272	1	23
002273	1	23
002276	4	54
002277	1	3
002281	1	7
002284	1	5
002287	1	11
002289	1	4
002291	1	11
002292	1	16
002293	2	8
002298	1	12
002299	1	7
002300	1	12
002302	1	28
002303	1	13
002306	1	18
002307	1	28
002308	2	15
002309	1	28
002311	1	15
002312	1	4
002314	1	4
002315	1	6
002317	1	3
002321	1	6
002322	1	12
002323	1	12
002324	1	5
002325	1	18
002327	1	15
002328	1	26
002334	1	1
002335	1	2
002336	1	11
002338	1	4
002343	1	12
002344	1	26
002347	1	23
002348	1	11
002351	1	2
002356	1	7
002358	1	3
002360	1	4
002362	1	9
002364	1	1
002367	1	2
002369	1	1
002370	1	8
002372	2	8
002374	1	17
002375	1	26
002378	1	0
002380	1	11
002381	1	1
002382	1	7
002385	1	1
002386	1	16
002387	1	3
002388	1	11
002389	1	9
002391	1	6
002393	1	41
002398	1	4
002399	1	2
002400	1	12
002402	1	4
002403	2	12
002407	1	13
002414	1	3
002415	1	0
002416	1	14
002417	1	3
002419	1	8
002420	1	4
002421	1	17
002425	1	3
002427	1	6
002428	1	4
002429	1	1
002430	1	25
002432	1	9
002434	1	0
002438	1	10
002440	1	17
002441	1	23
002442	1	2
002443	1	5
002447	1	3
002448	1	5
002450	1	9
002451	1	1
002454	1	10
002455	1	5
002456	1	1
002458	2	28
002459	1	4
002462	3	9
002463	1	19
002464	1	22
002466	1	6
002467	1	10
002470	1	5
002472	1	12
002473	1	0
002474	1	10
002477	1	4
002480	1	8
002482	1	7
002484	1	9
002485	1	31
002486	1	13
002488	1	13
002491	1	11
002494	2	9
002497	1	7
002498	1	16
002499	1	13
002500	1	7
002504	1	10
002506	1	6
002509	3	13
002510	1	34
002511	1	3
002519	1	3
002520	1	2
002522	1	1
002523	1	7
002524	1	2
002525	1	30
002526	1	12
002529	2	6
002532	1	8
002533	1	25
002534	1	20
002536	1	8
002537	1	11
002539	1	3
002540	1	8
002542	1	16
002545	1	15
002546	1	8
002547	1	12
002548	1	4
002550	1	12
002553	1	6
002554	1	20
002558	2	33
002559	1	7
002560	1	4
002563	1	3
002565	1	5
002567	1	22
002569	1	24
002573	1	6
002574	1	4
002575	1	15
002576	1	26
002577	1	9
002578	1	21
002581	1	5
002585	1	4
002586	1	12
002587	1	4
002588	1	6
002590	1	4
002592	1	4
002593	1	18
002595	1	2
002599	1	10
002600	1	9
002601	1	14
002602	1	1
002604	1	12
002605	1	28
002608	4	37
002610	1	14
002613	1	3
002614	1	14
002615	1	8
002620	1	3
002622	1	22
002625	1	7
002631	1	3
002634	1	7
002636	1	11
002637	3	19
002638	1	0
002639	1	20
002640	1	16
002641	1	5
002645	1	13
002646	1	14
002647	1	22
002651	1	6
002654	1	5
002657	1	24
002659	1	9
002660	1	3
002662	1	20
002666	1	34
002667	1	1
002670	1	23
002672	2	8
002676	1	3
002677	1	6
002678	1	0
002679	2	15
002680	1	6
002681	1	7
002683	1	1
002684	1	3
002685	1	8
002686	1	2
002687	1	3
002688	1	3
002691	1	5
002692	3	19
002694	1	23
002696	1	35
002697	1	2
002698	1	6
002701	1	18
002703	1	3
002704	1	7
002705	1	11
002706	1	32
002707	1	8
002710	1	11
002713	1	22
002718	1	4
002719	1	7
002721	1	9
002724	1	7
002727	1	4
002729	1	18
002730	1	6
002731	1	8
002733	1	16
002734	1	5
002736	1	4
002738	1	9
002745	1	12
002747	1	6
002748	1	6
002749	1	33
002750	1	3
002751	1	25
002752	1	15
002753	1	7
002756	1	4
002759	1	31
002765	1	5
002766	1	6
002768	1	4
002769	1	1
002770	4	24
002771	1	24
002772	1	29
002773	1	24
002774	2	13
002776	1	10
002777	1	9
002778	1	6
002781	1	5
002782	1	6
002786	1	2
002787	1	16
002788	1	35
002789	1	5
002790	1	16
002791	1	0
002792	1	5
002794	1	11
002795	1	9
002799	1	4
002805	1	4
002806	1	1
002807	1	17
002811	1	13
002813	1	0
002816	1	19
002818	1	14
002820	1	2
002823	1	18
002826	1	4
002827	1	5
002830	1	1
002831	1	24
002832	1	16
002833	1	3
002837	2	7
002838	1	17
002839	1	15
002840	1	30
002842	1	4
002844	2	33
002845	1	17
002846	1	2
002848	1	36
002849	1	4
002854	1	18
002855	2	38
002858	1	17
002860	1	6
002862	1	6
002864	1	3
002865	1	13
002866	1	3
002867	1	4
002868	1	3
002870	1	1
002872	1	30
002875	4	9
002877	1	0
002878	1	5
002879	1	9
002880	1	6
002881	1	8
002888	1	5
002890	1	1
002891	2	11
002894	1	6
002896	1	1
002902	1	7
002903	1	1
002905	1	19
002907	1	22
002908	1	5
002912	1	22
002916	1	5
002919	1	2
002922	1	10
002926	1	1
002927	1	0
002929	1	6
002934	1	4
002937	1	0
002942	2	10
002945	1	3
002946	1	8
002949	1	28
002950	1	5
002951	1	10
002952	1	14
002955	1	6
002956	1	17
002957	1	0
002958	1	3
002959	3	14
002961	1	24
002962	1	1
002963	1	15
002964	1	4
002966	1	14
002967	1	13
002969	1	3
002972	1	18
002973	1	3
002974	1	5
002976	1	29
002978	2	17
002979	1	20
002980	1	1
002983	1	18
002986	1	14
002988	1	4
002989	2	20
002990	1	4
002991	1	5
002992	1	3
002993	1	4
002997	1	11
002999	1	2
003000	1	1
003001	1	6
003002	1	33
003003	1	2
003004	1	6
003005	1	3
003008	1	37
003009	1	4
003013	1	5
003017	1	19
003019	4	28
003023	1	5
003024	1	3
003027	1	0
003028	1	16
003029	1	4
003031	1	16
003034	1	25
003035	1	1
003036	1	3
003037	1	3
003043	1	5
003044	1	1
003046	1	2
003047	1	6
003049	1	8
003051	1	6
003054	2	21
003055	1	14
003060	1	7
003061	1	6
003062	1	17
003067	1	19
003071	1	22
003073	1	6
003077	2	24
003079	1	11
003081	1	9
003082	1	2
003086	1	11
003089	1	20
003091	1	4
003094	1	9
003095	1	6
003100	1	3
003101	1	0
003102	1	0
003103	1	2
003104	1	7
003106	1	6
003108	1	4
003109	1	9
003110	1	8
003111	1	8
003112	1	2
003114	1	3
003120	1	12
003123	1	20
003124	1	18
003125	1	4
003127	1	16
003128	1	28
003129	1	13
003132	1	3
003133	1	10
003134	1	4
003136	1	5
003138	1	7
003140	1	5
003141	1	15
003144	1	19
003145	1	3
003151	1	10
003152	1	19
003153	1	6
003157	1	5
003158	1	3
003159	1	3
003165	1	5
003167	1	3
003169	1	30
003171	1	8
003172	1	15
003173	1	18
003175	1	6
003176	1	0
003177	1	5
003178	1	3
003180	1	4
003182	1	5
003183	1	3
003185	1	4
003186	2	17
003187	1	7
003190	1	10
003192	1	9
003193	1	6
003194	1	5
003200	1	1
003201	1	19
003202	1	27
003204	4	4
003205	1	6
003206	1	11
003208	1	4
003209	1	0
003210	1	3
003212	1	1
003213	1	13
003214	1	4
003218	1	5
003219	1	1
003222	1	16
003223	1	29
003224	1	3
003225	1	0
003226	1	1
003227	1	9
003228	1	28
003230	1	3
003231	1	9
003232	1	5
003233	1	7
003235	1	14
003238	1	10
003241	1	2
003243	1	7
003244	1	12
003246	1	27
003249	1	19
003250	1	7
003252	1	7
003253	1	11
003256	1	3
003258	1	33
003260	1	8
003261	1	4
003263	1	19
003264	1	13
003271	1	4
003272	1	2
003273	1	7
003274	1	10
003275	1	7
003279	1	27
003280	1	5
003281	1	3
003282	4	39
003284	1	11
003286	1	10
003287	1	7
003292	1	16
003297	1	2
003298	1	5
003300	1	1
003302	1	14
003304	1	11
003305	1	5
003306	1	6
003307	1	17
003310	1	2
003311	1	2
003313	1	10
003315	1	27
003316	1	12
003319	1	15
003324	1	6
003325	3	27
003329	1	17
003330	2	19
003332	1	8
003333	1	2
003334	1	4
003335	1	6
003339	1	0
003340	1	4
003343	1	21
003344	1	3
003345	1	1
003349	1	3
003352	1	12
003353	1	34
003355	1	12
003357	1	0
003358	1	1
003359	1	30
003360	1	5
003365	1	5
003367	1	30
003368	1	24
003369	1	13
003370	1	6
003371	1	17
003372	1	21
003373	1	10
003376	1	1
003377	1	5
003378	1	6
003379	1	24
003381	1	3
003382	1	10
003383	1	30
003387	1	1
003389	1	6
003393	1	17
003394	1	4
003398	1	3
003400	1	2
003409	1	16
003410	1	12
003411	1	2
003418	1	13
003419	1	4
003422	1	6
003425	2	13
003426	1	1
003432	1	2
003434	1	13
003437	1	2
003439	2	6
003441	1	5
003445	4	30
003447	1	13
003448	1	4
003452	1	2
003454	1	3
003457	1	5
003459	1	21
003460	1	2
003461	1	27
003463	1	17
003466	3	12
003468	1	7
003469	1	2
003470	1	8
003473	3	25
003475	1	24
003479	1	7
003480	1	8
003482	1	15
003483	1	11
003490	1	2
003491	1	30
003492	1	2
003494	1	5
003496	1	20
003498	1	12
003500	1	21
003502	1	5
003503	1	23
003504	1	8
003505	1	16
003509	1	3
003510	1	28
003512	1	5
003513	1	6
003514	1	19
003515	1	1
003516	1	14
003517	1	19
003524	1	6
003528	1	10
003531	1	6
003532	1	19
003533	1	5
003534	1	6
003535	1	22
003537	1	9
003540	1	19
003543	1	28
003544	1	8
003545	1	4
003550	1	1
003551	1	33
003552	1	12
003555	1	0
003557	1	7
003559	1	18
003561	1	14
003562	2	16
003565	1	6
003566	1	7
003567	1	3
003571	1	16
003573	1	21
003574	1	22
003576	1	3
003579	1	13
003580	1	14
003582	1	8
003585	1	13
003586	1	3
003587	1	0
003588	1	1
003591	1	6
003592	1	23
003593	1	18
003594	1	12
003596	1	4
003597	1	7
003599	1	5
003600	1	2
003602	1	10
003603	1	5
003606	1	3
003607	1	2
003608	1	12
003610	1	10
003611	1	3
003613	1	1
003614	1	5
003615	1	34
003616	1	4
003617	1	19
003620	1	4
003622	1	7
003624	1	17
003625	1	29
003626	1	18
003627	1	1
003631	1	4
003632	1	4
003633	1	6
003636	1	16
003638	1	8
003640	2	12
003641	1	2
003642	1	5
003643	1	3
003645	1	1
003648	1	5
003649	1	19
003651	1	4
003653	1	7
003654	1	1
003655	1	2
003656	1	19
003658	1	24
003659	1	4
003660	1	17
003661	1	35
003664	1	1
003665	1	16
003666	1	4
003668	1	7
003672	1	1
003676	1	4
003677	1	6
003680	1	4
003681	1	18
003682	1	17
003683	1	4
003684	1	15
003688	1	2
003690	1	2
003691	1	7
003693	1	7
003698	1	5
003699	1	8
003704	1	9
003706	1	34
003708	1	7
003709	1	25
003710	1	5
003711	1	0
003714	1	6
003715	1	10
003716	1	3
003717	1	9
003719	1	9
003720	1	5
003722	1	9
003723	1	6
003725	1	4
003726	1	24
003729	1	5
003730	1	1
003731	1	0
003734	1	2
003735	1	16
003738	1	7
003739	1	7
003741	1	2
003742	1	9
003743	1	14
003746	1	20
003747	1	24
003749	1	26
003753	1	6
003754	1	5
003756	1	10
003760	1	10
003762	1	21
003763	1	10
003764	1	3
003765	1	7
003766	1	9
003773	1	2
003779	1	4
003783	1	1
003785	1	3
003786	1	26
003790	1	5
003791	1	3
003796	1	4
003797	1	7
003798	1	13
003799	1	1
003800	1	18
003802	1	32
003803	1	3
003804	1	25
003805	1	19
003807	1	19
003811	1	6
003813	1	3
003816	1	23
003824	1	1
003825	1	3
003826	1	8
003828	1	33
003830	1	11
003832	1	6
003833	1	16
003836	1	29
003837	1	6
003838	1	13
003839	1	1
003842	1	8
003845	1	6
003846	1	4
003848	1	14
003851	1	8
003852	1	5
003858	1	4
003860	1	3
003861	1	4
003862	1	8
003866	1	12
003867	1	1
003868	1	5
003871	1	22
003872	1	2
003873	1	32
003874	1	1
003875	2	3
003878	1	28
003879	1	2
003881	1	3
003882	1	35
003886	1	14
003888	1	13
003890	1	8
003894	1	21
003895	1	5
003896	1	8
003897	1	0
003899	1	5
003900	2	11
003903	1	16
003909	2	8
003911	1	30
003913	1	4
003916	1	4
003917	1	5
003923	1	4
003925	1	2
003926	1	2
003930	1	0
003933	1	8
003934	1	6
003939	1	19
003940	1	12
003942	1	9
003946	1	7
003948	1	21
003949	1	3
003950	1	2
003954	1	21
003956	1	0
003957	2	14
003960	1	8
003962	1	2
003963	1	11
003965	1	17
003968	1	16
003969	1	14
003974	1	13
003978	1	5
003981	1	16
003984	1	1
003990	1	0
003993	1	27
003994	1	31
003995	1	2
003996	1	30
003997	1	10
003998	1	5
003999	1	2
