_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,loaded,factor,pole
v000230,0.07633757,0.3195824486,0.0710076686,-0.228165212,-0.122930316,-0.024151829,-0.082503061,1,fac2,1
v000231,-0.259964774,-0.400631807,0.4851080732,-0.331862723,0.4030799097,0.2840514152,-0.197520821,1,fac3,1
v000232,0.0393112442,-0.2503499,0.1432723359,-0.284363997,0.2242533236,-0.112099203,-0.25136574,0,,
v000233,-0.16564708,-0.262014311,0.34565789,-0.325491028,0.3165375952,0.4772579643,-0.396206263,1,fac6,1
v000234,-0.071277601,-0.024357392,0.0324463605,-0.138308806,-0.176444298,-0.469344618,-0.147092341,1,fac6,-1
v000235,0.9991647826,-0.224219802,0.1786259657,-0.025021406,0.0300339239,-0.170402319,-0.220936086,1,fac1,1
v000236,-0.023854962,0.4644609287,0.0741034157,0.5852156586,-0.035137811,0.1822962123,-0.053710428,1,fac4,1
v000237,-0.020662723,0.4188699989,-0.135508314,1.0165642696,0.1113952249,0.0919522409,-0.215500578,1,fac4,1
v000238,-0.107620307,-0.058089749,-0.06183214,-0.019869173,-0.20875235,-0.325233288,-0.122010058,1,fac6,-1
v000239,-0.240138054,0.1624200966,-0.096180956,0.1605047461,-0.487439487,0.3253463694,-0.093204466,1,fac5,-1
v000240,-0.131633642,-0.067281988,-0.022551815,0.0864942965,-0.24528592,-0.064805649,0.0015286275,0,,
v000241,-0.212839357,-0.047535798,0.0549440882,0.0208715165,-0.377072038,-0.144954578,-0.120060923,1,fac5,-1
v000242,-0.147121768,-0.117753446,-0.148952313,-0.242809051,0.9084656348,0.1617068965,-0.234856013,1,fac5,1
v000243,0.008688043,0.0527769492,-0.045114715,-0.004853025,0.0084386938,-0.256981395,-0.049894531,0,,
v000244,-0.00141483,-0.034527156,-0.020950536,-0.019486315,-0.048803096,-0.436893314,-0.095964173,1,fac6,-1
v000245,-0.506787962,0.1618823836,0.1567049993,-0.514424754,-0.612582637,0.2690260681,0.3687157882,1,fac5,-1
v000246,-0.123570876,0.0217308274,0.0179988189,0.0532724909,-0.226161787,0.0547304135,0.0507513534,0,,
v000247,-0.039816397,-0.26089567,0.3823429502,0.3449989763,-0.231688632,-0.257659385,-0.099916048,1,fac3,1
v000248,-0.053359602,-0.121814149,-0.281003366,0.52822833,0.0125410485,-0.049208364,-0.137159332,1,fac4,1
v000249,-0.030591398,0.0202753087,-0.03024629,-0.125762362,-0.17709034,-0.489282641,-0.192861047,1,fac6,-1
v000250,-0.085082293,-0.523562881,-0.420955886,-0.53969886,-0.204270205,0.7366046006,-0.21295519,1,fac6,1
v000251,-0.033360333,-0.14047227,-0.119886151,-0.098940801,-0.032899813,-0.384231819,0.059625681,1,fac6,-1
v000252,-0.057011422,-0.141495325,-0.122506299,-0.115533522,-0.051479252,-0.435443532,0.0307714099,1,fac6,-1
v000253,-0.045288316,-0.018557327,-0.013885184,0.0773702249,-0.028411123,-0.283603049,-0.058626254,0,,
v000254,-0.08166032,-0.285461787,-0.247321989,-0.112458129,0.0255166254,-0.420480724,0.41030242,1,fac6,-1
v000255,-0.309907239,-0.186439798,0.4491983554,-0.341038407,0.2044916651,0.1339735801,-0.192191996,1,fac3,1
v000256,0.0502736438,-0.173366421,-0.083117566,0.905292578,0.0404138844,-0.028625191,-0.104936504,1,fac4,1
v000257,0.2266482691,0.0514080387,0.0519746972,-0.432789008,-0.023136194,0.3898588496,-0.333380302,1,fac4,-1
v000258,-0.00069136,-0.054612248,-0.04484672,-0.057153535,-0.073576428,-0.396972723,-0.114036065,1,fac6,-1
v000259,0.6200151759,-0.107931063,-0.059292019,-0.02142592,-0.107946914,0.1159564855,-0.087397048,1,fac1,1
v000260,-0.082412544,0.5314216067,0.0063006325,-0.133466319,-0.00882698,-0.417278188,-0.249185406,1,fac2,1
v000261,-0.27651465,-0.11479052,-0.351719691,-0.019503702,-0.313173526,-0.082039415,-0.255487952,1,fac3,-1
v000262,0.0398207572,-0.094318745,-0.012832892,-0.088624502,-0.122556455,-0.327606302,-0.102706092,1,fac6,-1
v000263,-0.00740348,-0.117842715,-0.116795772,0.454679201,-0.033438044,0.2932292491,-0.05481496,1,fac4,1
v000264,0.1215131643,-0.097023268,-0.083359397,-0.175860709,0.1501531854,-0.206903656,-0.012231986,0,,
v000265,0.8724167977,-0.266452366,0.0215552103,-0.093869327,-0.022305879,-0.315956358,-0.422333498,1,fac1,1
v000266,-0.315909035,-0.415728181,0.6846583577,-0.195327948,0.1062985744,-0.101233463,-0.118942244,1,fac3,1
v000267,-0.027627835,-0.075180538,-0.056082242,-0.243361993,-0.287330606,0.0232917581,-0.167861527,0,,
v000268,0.2627609159,-0.108857304,-0.166981378,0.2112491815,-0.179937779,0.502301107,-0.174871298,1,fac6,1
v000269,-0.159827687,0.754846703,-0.069579582,0.0328109231,0.0587314744,0.0218407615,-0.161775061,1,fac2,1
v000270,-0.094918403,0.8618316009,-0.054824419,0.1150089615,0.0991496662,0.2675392218,-0.009521095,1,fac2,1
v000271,-0.172976119,0.8658326255,-0.057842275,0.0724067289,0.0406695852,0.1325759742,-0.121355184,1,fac2,1
v000272,-0.082084435,0.8103981212,-0.074355124,0.1126464358,0.1202468693,0.2570803043,-7.016419E-6,1,fac2,1
v000273,0.0555629847,-0.254458713,0.2155960548,0.0471144882,0.2959001391,-0.277309457,-0.221619747,0,,
v000274,-0.348340015,0.1247171506,0.454598372,-0.426649293,0.8528923108,0.4185575642,-0.14732319,1,fac5,1
v000275,-0.056045808,0.0291430426,-0.113504392,-0.070295491,1.0878292716,0.3116083557,0.0608182403,1,fac5,1
v000276,-0.03290571,-0.043269795,0.0008281333,-0.051849266,-0.06986692,-0.420042412,-0.105080425,1,fac6,-1
v000277,0.0302730445,-0.034231359,-0.075366888,0.1138264486,0.2110085186,-0.275366318,0.0224832185,0,,
v000278,-0.007905335,0.2971937836,-0.019138004,-0.074630239,-0.051698953,-0.387764391,-0.186059569,1,fac6,-1
v000279,0.0234559322,-0.122100875,-0.079711549,0.0782972617,0.4730151472,-0.199854878,0.0571796784,1,fac5,1
v000280,-0.216998693,-0.054805824,0.1472501618,-0.121784577,1.1118087621,0.4758405911,-0.046732697,1,fac5,1
v000281,-0.190249501,-0.268861252,0.608829894,-0.159861025,-0.04649551,-0.107057198,-0.056580185,1,fac3,1
v000282,0.0158777616,-0.011494914,-0.055592975,0.0624825501,0.3576323706,-0.283221256,-0.013430162,1,fac5,1
v000283,-0.074789876,-0.000522977,-0.012128768,0.0314993248,0.0595291128,-0.213948965,-0.014067544,0,,
v000284,0.3408998601,-0.153745375,0.0210272642,-0.130900604,-0.117748144,-0.232545048,-0.244759314,1,fac1,1
v000285,0.0319552597,-0.037875434,0.0403880863,0.0395213511,-0.027533841,-0.227273466,0.1092385152,0,,
v000286,-0.100657179,-0.185052631,-0.157119075,0.2868915666,-0.033566379,0.0937225337,-0.171776223,0,,
v000287,-0.393818296,-0.340698618,1.0238056708,0.1807333962,-0.322388685,0.0708750944,0.0347547007,1,fac3,1
v000288,-0.092786795,-0.069022605,-0.045651169,-0.107741262,-0.115349574,-0.208670292,-0.23071853,0,,
v000289,-0.215639253,-0.05617193,0.6400726911,-0.183351416,0.0259496208,-0.159056803,-0.193218115,1,fac3,1
v000290,-0.233941396,-0.123226048,0.455428536,-0.266631376,0.0674211332,-0.236809473,-0.331357209,1,fac3,1
v000291,0.1620523764,-0.014673566,-0.001829194,0.0685557884,0.0938261295,-0.018893238,0.1589893008,0,,
v000292,0.3753386999,-0.164337852,-0.005124416,-0.045173173,-0.047088932,-0.367017584,-0.260188773,1,fac1,1
v000293,-0.205529781,-0.072592238,0.6850324443,0.6072730142,-0.258507683,0.0939096545,-0.160433268,1,fac3,1
v000294,-0.027884123,-0.159031017,0.1334985076,1.0550885544,-0.035180448,0.2821301268,-0.071146649,1,fac4,1
v000295,-0.064888164,-0.00989858,0.0374205658,-0.11541237,-0.072903674,-0.495161134,-0.131793436,1,fac6,-1
v000296,-0.016171732,0.0238051791,0.0424103857,0.0790410603,-0.082906881,-0.154728426,-0.169451521,0,,
v000297,0.3242122489,-0.051542687,0.0020909919,-0.003357584,0.0702481119,-0.130014579,0.0169855383,1,fac1,1
v000298,-0.094103361,-0.099075613,-0.142748212,-0.231255004,1.048149998,0.3907455758,-0.097405246,1,fac5,1
v000299,-0.28180231,0.3285107936,-0.14519054,0.3198600878,-0.108419672,0.1142361845,-0.179765539,1,fac2,1
v000300,-0.074376539,-0.013967345,0.3752976713,0.1783002339,-0.183514959,-0.116214225,-0.033282964,1,fac3,1
v000301,0.4113762184,-0.104658509,0.0779107706,0.0574911015,0.1231062907,0.0738197586,0.4082483952,1,fac1,1
v000302,-0.13814819,0.2817058302,0.3485165579,-0.125702058,0.1883881845,0.1272033759,0.0526842213,1,fac3,1
v000303,0.4416392349,-0.185806003,-0.031083098,-0.22223281,-0.127436438,0.0605926899,-0.088597611,1,fac1,1
v000304,-0.276883998,-0.289929067,0.6683456905,0.2322793285,0.9030395932,0.4781535884,0.0001294913,1,fac5,1
v000305,0.3269761331,-0.082062655,-0.017124785,-0.16346331,0.1376141992,0.2230761137,0.1004268967,1,fac1,1
v000306,-0.12262572,0.4516327958,-0.051699806,-0.076970347,1.1494322535,0.4344113715,0.0385005435,1,fac5,1
v000307,-0.028623038,-0.182983593,0.2398506097,-0.142692596,-0.085168463,-0.372825452,-0.09496733,1,fac6,-1
v000308,-0.082352075,0.8109573371,0.1444333113,-0.201113827,-0.231414466,0.3859795455,0.48229527,1,fac2,1
v000309,0.0710698574,0.4471248936,0.2433221432,-0.185123858,-0.268632979,0.3115796905,0.6322513779,1,fac7,1
v000310,0.0686503706,0.2266860128,0.1513355774,-0.162078073,-0.215291751,0.0421573997,0.4993848264,1,fac7,1
v000311,-0.031032725,-0.089345528,-0.011565354,0.0240512349,-0.058371032,-0.346170922,-0.018055962,1,fac6,-1
v000312,-0.14151085,0.5679547996,0.0893423281,-0.257251244,-0.197807892,0.027628927,0.1128258117,1,fac2,1
v000313,0.4288846137,0.2220558595,0.2485406901,-0.435659714,0.6851621098,0.3834330711,-0.053199616,1,fac5,1
v000314,-0.324217709,-0.225860604,-0.277344344,0.2157302177,-0.204400662,0.2807714389,-0.170312327,1,fac1,-1
v000315,0.7069147337,-0.222872154,0.0012094176,-0.093641623,-0.028496759,-0.216575436,-0.283716318,1,fac1,1
v000316,-0.39162101,-0.183839966,0.1780051716,-0.164767462,-0.368041789,0.3857111764,-0.482518804,1,fac7,-1
v000317,-0.022946243,0.0147477173,-0.15007444,0.0814534115,0.4273203307,-0.238695553,-0.092759844,1,fac5,1
v000318,0.8557368716,-0.088163924,0.1612511704,0.111549951,0.1096087539,0.1527869531,0.2942855446,1,fac1,1
v000319,0.0114473365,-0.013106735,-0.423611069,0.1282410983,0.0571978579,0.0175471784,-0.104782963,1,fac3,-1
v000320,0.0675484903,-0.072000981,-0.033282583,-0.223181713,0.0347753023,0.0894447633,0.0096806988,0,,
v000321,-0.258248303,-0.208939091,0.5930474317,0.7931295644,-0.226348441,0.1798889231,-0.167783861,1,fac4,1
v000322,0.0681455522,-0.104194391,-0.116961576,0.9748420362,0.0552310148,-0.023222567,-0.107917196,1,fac4,1
v000323,0.0545920652,-0.10839855,-0.110823895,0.933750934,0.0816882167,-0.058284615,-0.128351891,1,fac4,1
v000324,-0.104390909,-0.247510521,0.5273295855,1.0652246204,-0.135815447,0.1775119028,-0.073416944,1,fac4,1
v000325,-0.032762191,0.024692679,0.002376375,1.2304506242,0.059449548,0.0809332642,-0.153964362,1,fac4,1
v000326,-0.373388894,-0.19709781,0.6736442181,0.4126931809,-0.179695318,0.3489750761,-0.108540174,1,fac3,1
v000327,0.5619217747,-0.114835775,0.0896215584,-0.040020957,-0.001699298,-0.12348676,-0.13544967,1,fac1,1
v000328,-0.318597683,-0.323135845,0.7745182865,0.3433558837,-0.212432078,0.2071640586,-0.227694628,1,fac3,1
v000329,-0.346728172,-0.187393461,0.2539049873,0.8778467352,-0.318258711,0.2138976352,-0.068704021,1,fac4,1
v000330,-0.389531774,-0.202986793,0.5471544733,0.3992787439,-0.211885525,0.2377798389,-0.023526281,1,fac3,1
v000331,-0.136547249,0.6921878189,0.1269338874,-0.294357998,-0.183249391,-0.073699977,0.0078719176,1,fac2,1
v000332,0.9410855194,-0.126873997,0.1883863562,0.0344831425,-0.017435383,0.2957796434,0.2531146862,1,fac1,1
v000333,-0.372962242,-0.274453466,-0.390198075,-0.278342785,-0.42519461,0.0505975109,-0.330459538,1,fac5,-1
v000334,-0.042915631,-0.122751325,-0.06713512,-0.099547508,-0.114315378,-0.478824276,-0.140930012,1,fac6,-1
v000335,0.1813183881,-0.147124892,-0.244985661,0.7910968999,-0.17750041,0.4921565629,-0.293503756,1,fac4,1
v000336,0.0300651716,-0.106980358,-0.076170445,0.5034436682,-0.02629344,0.5489299991,-0.050083994,1,fac6,1
v000337,0.0390200078,-0.104377349,-0.168713889,1.0134306558,0.0051492681,0.2114728246,-0.046430812,1,fac4,1
v000338,-0.007779215,-0.030256969,0.070721801,-0.112663958,-0.085710348,-0.310508655,-0.075900572,1,fac6,-1
v000339,-0.091492414,-0.089648045,-0.008620101,-0.009215442,-0.099857967,-0.461459196,-0.069070716,1,fac6,-1
v000340,0.2034522276,-0.207316921,-0.156351392,0.6327634802,-0.251832975,0.7415504498,-0.29887497,1,fac6,1
v000341,-0.277388986,-0.093316399,-0.082553103,-0.051835289,-0.39750176,-0.008894027,-0.020162614,1,fac5,-1
v000342,0.2824337487,-0.135868834,-0.093607421,-0.116767687,-0.111047517,-0.091391014,-0.079071514,0,,
v000343,0.0442605457,0.1558273808,-0.032935137,0.0252910176,0.0478573794,-0.113471714,0.0488490596,0,,
v000344,-0.101643886,-0.16332786,-0.284861256,-0.203483319,-0.549315028,0.2056554716,-0.299748587,1,fac5,-1
v000345,-0.311350959,-0.181486771,0.0496332654,-0.051823077,-0.203496569,-0.409622463,0.2988950722,1,fac6,-1
v000346,-0.238968439,-0.055535716,0.0695556243,0.0309801778,-0.393785497,-0.39524554,-0.080057642,1,fac6,-1
v000347,-0.237245529,-0.208877826,-0.243782244,0.5618098557,-0.146104045,-0.098773489,-0.038004365,1,fac4,1
v000348,-0.181543969,-0.192974323,-0.110822337,-0.105557164,0.033425804,-0.009168605,1.0363057935,1,fac7,1
v000349,-0.264080371,0.8032063002,-0.085983408,0.5101898476,0.3050320741,0.3093416912,-0.273223506,1,fac2,1
v000350,-0.003882656,-0.055157402,0.091393019,-0.097259086,-0.016447523,-0.268171349,-0.021516161,0,,
v000351,-0.14084198,0.5039100789,-0.01762022,-0.098825987,-0.179768119,-0.093183547,0.0028413251,1,fac2,1
v000352,-0.339421018,-0.2049116,-0.16730342,-0.154235855,-0.02044752,0.281647523,1.4255478035,1,fac7,1
v000353,-0.288299264,-0.530471706,0.7858638916,-0.397828706,-0.415541311,0.0189895208,-0.297351712,1,fac3,1
v000354,-0.045270468,-0.308801445,0.3636960188,-0.109239866,-0.241840836,-0.034387584,-0.107883242,1,fac3,1
v000355,0.0136885917,-0.39209975,0.4771620549,-0.048071526,-0.22038349,-0.074232689,-0.148900256,1,fac3,1
v000356,-0.18290531,-0.191307259,-0.052891371,-0.095005622,0.0231571935,0.0973828871,1.1464937127,1,fac7,1
v000357,-0.213697834,-0.15103032,0.1359897016,-0.154970502,0.9773134867,0.2362622923,-0.039309375,1,fac5,1
v000358,0.2573928644,-0.081676057,-0.091575156,-0.200044407,-0.186152862,0.0562880411,-0.268244289,0,,
v000359,-0.320375098,0.3336572004,-0.34643258,0.6019666581,-0.284925183,0.1349310025,-0.295536402,1,fac4,1
v000360,-0.284486667,-0.162908066,-0.106857084,-0.122440985,-0.031850936,-0.096140179,0.8577722998,1,fac7,1
v000361,0.1384549559,0.0817502832,-0.113124538,-0.293429677,0.1290640697,0.2502732888,-0.230095485,0,,
v000362,0.120667964,0.0375041115,-0.155598713,-0.320259236,0.3422751692,0.4269138107,-0.221207769,1,fac6,1
v000363,0.0203912028,-0.084289792,-0.035023233,0.1916419327,-0.085141158,-0.221016637,-0.055389622,0,,
v000364,-0.023834197,-0.035596136,-0.057880895,-0.108020337,-0.124892664,-0.375753596,-0.138960387,1,fac6,-1
v000365,-0.022417959,-0.076754765,-0.04476528,0.0313801735,-0.117516361,-0.344502342,-0.142961893,1,fac6,-1
v000366,-0.225786323,0.894469204,-0.094272614,-0.133848524,-0.058052718,-0.197503882,-0.06599032,1,fac2,1
v000367,-0.031923411,-0.161390367,0.0261919836,0.0673247515,0.3280798982,-0.353624126,0.0305435787,1,fac6,-1
v000368,-0.115609291,0.2063586549,0.1864856466,-0.390808095,-0.280930576,-0.230232825,-0.351879903,1,fac4,-1
v000369,-0.007237988,0.0022649469,0.0169133124,-0.213372815,-0.169898791,-0.425229802,-0.164172725,1,fac6,-1
v000370,-0.306384332,0.0720759108,-0.89751945,0.1616274075,0.0354404976,0.3831532411,-0.125976881,1,fac3,-1
v000371,-0.360583071,-0.24513504,-0.571688518,-0.237259551,-0.115090447,-0.273011585,-0.034561896,1,fac3,-1
v000372,-0.244533672,-0.107037439,-0.259427435,-0.23265878,-0.114527735,-0.297354945,-0.133080035,0,,
v000373,0.3295333394,-0.147709155,-0.357276103,-0.358633931,-0.05721347,0.613389776,-0.182560802,1,fac6,1
v000374,-0.214942803,-0.300978604,0.8618111298,0.7567319547,-0.173283797,0.1740050518,-0.11260199,1,fac3,1
v000375,-0.086758088,0.6156727369,-0.027041794,-0.041281781,-0.072249757,-0.054451166,-0.077585192,1,fac2,1
v000376,-0.346904705,-0.417445531,0.9945567664,0.2671296051,-0.251711474,0.1483473217,0.0516856052,1,fac3,1
v000377,-0.158163607,-0.075129956,-0.224002496,-0.213436577,-0.066235099,-0.305982617,-0.094353079,1,fac6,-1
v000378,0.0593402781,0.0228744548,-0.017554675,-0.020923278,0.0094335462,-0.183191554,0.0723755649,0,,
v000379,-0.237091721,-0.265753449,-0.225967264,-0.151604482,0.0490199081,-0.171907458,1.0361957759,1,fac7,1
v000380,-0.063523247,-0.087458745,-0.053115335,0.5135869563,-0.081125449,0.3655208151,-0.038560211,1,fac4,1
v000381,0.0282636683,0.031097563,0.0193703745,-0.14992407,-0.112886065,-0.368645121,-0.125767472,1,fac6,-1
v000382,0.7933092883,-0.130165939,0.1423964816,0.116634003,0.0417377033,0.0440067118,0.216413042,1,fac1,1
v000383,-0.269813163,-0.322118342,-0.809315613,0.1660526828,-0.397490955,0.7720534907,-0.118480621,1,fac3,-1
v000384,-0.052509821,-0.05730701,-0.029930857,-0.095391645,-0.088270652,-0.445090465,-0.137244137,1,fac6,-1
v000385,0.0219269637,0.0167522116,-0.024976166,-0.012022995,-0.004563653,-0.312901329,-0.032411773,1,fac6,-1
v000386,0.0973892708,-0.07861072,-0.029968514,-0.0507263,-0.197160389,-0.067685521,-0.13559855,0,,
v000387,-0.354835892,-0.024133907,0.3665396,-0.514620742,0.7151135456,0.4728646439,-0.313940576,1,fac5,1
v000388,-0.255286249,-0.069262582,-0.292608494,-0.021755582,-0.296580977,0.0294568818,-0.137575603,0,,
v000389,-0.200982471,0.0111728661,0.0017742728,0.2632531398,1.1033518793,0.5492233466,0.2717505209,1,fac5,1
v000390,-0.055279683,0.0136454079,-0.019306399,-0.105110006,-0.093754987,-0.377366724,-0.065503562,1,fac6,-1
v000391,-0.23307761,-0.202863717,-0.102004993,-0.108728335,-0.010709898,-0.088842586,0.9095574953,1,fac7,1
v000392,-0.041654272,-0.028070249,-0.076655851,-0.08142973,-0.049994217,-0.336432776,-0.037582709,1,fac6,-1
v000393,0.0078749776,-0.068022718,-0.010756067,-0.121512285,-0.109272951,-0.531638277,-0.156966634,1,fac6,-1
v000394,-0.323028589,-0.0575185,0.4169687404,0.7597043095,-0.158298173,0.2725585278,-0.099778948,1,fac4,1
v000395,0.292371611,0.1968301375,0.2277174788,-0.13498421,0.0244274948,-0.076179879,0.084984786,0,,
v000396,-0.046804099,0.2816720694,0.0394858935,-0.163371788,-0.041905809,-0.461475553,-0.264685658,1,fac6,-1
v000397,-0.386085066,-0.271528628,0.8249976308,0.3208331897,-0.233732543,0.2719824565,-0.080513995,1,fac3,1
v000398,-0.063871702,-0.02066469,0.0378719411,-0.104247048,-0.066037846,-0.47420642,-0.115844301,1,fac6,-1
v000399,-0.314876677,1.3819117733,0.0983636776,-0.190875963,-0.341649257,0.3633320783,-0.10849292,1,fac2,1
v000400,-0.00583238,0.1614481736,-0.056941573,0.0665808351,0.1577339077,-0.126998293,-0.024292987,0,,
v000401,-0.561360837,0.310341033,-0.214180472,0.1555497486,-0.458124663,0.4852917973,0.186077419,1,fac1,-1
v000402,-0.144606464,-0.524756432,0.9369381938,-0.17840669,-0.097467354,-0.148674704,-0.264392556,1,fac3,1
v000403,-0.406134536,-0.257915558,1.0231053089,-0.295153467,-0.33526745,0.190558714,0.2941909244,1,fac3,1
v000404,0.2147740402,-0.016307844,-0.032073519,-0.045144773,-0.075304146,0.0815161739,0.0592847213,0,,
v000405,-0.192991127,-0.096190234,0.0653015896,-0.024248589,0.0289504581,-0.428212246,0.1182833421,1,fac6,-1
v000406,-0.242235283,-0.078904994,0.0492562063,-0.108238517,-0.030507181,-0.476299029,0.1644464942,1,fac6,-1
v000407,-0.015855243,-0.088065647,-0.032882812,-0.116862517,-0.137209938,-0.505328309,-0.194509252,1,fac6,-1
v000408,0.0148781272,0.0283615891,-0.024309997,-0.029022239,-0.00111939,-0.260577735,-0.019795671,0,,
v000409,-0.187416454,-0.236820378,0.4039777314,-0.123105687,-0.254678338,-0.151429636,-0.105083733,1,fac3,1
v000410,0.0985120552,0.1604835116,0.0234137886,-0.189741619,-0.092199134,-0.148057298,-0.09469555,0,,
v000411,-0.117681536,-0.261037347,0.2396012782,0.6665744344,0.0071613885,0.6842765466,-0.247173878,1,fac6,1
v000412,0.0270356402,0.2474090573,-0.049771583,1.0301863494,0.1472007381,0.26484543,-0.057352266,1,fac4,1
v000413,-0.020624947,-0.163151923,-0.066477394,0.8537792154,0.0879303618,-0.093215792,-0.09682022,1,fac4,1
v000414,0.0515265677,-0.159952867,0.1065138924,1.1197118634,0.0017556829,0.2748688317,0.0734483402,1,fac4,1
v000415,-0.140069641,-0.207363456,0.1133026385,-0.461715161,0.6561084197,0.4119099048,-0.167324365,1,fac5,1
v000416,-0.387753362,0.6433078309,-0.021133783,0.1635141025,0.0169935443,0.653059234,-0.331295657,1,fac6,1
v000417,0.166382334,-0.016771169,-0.099326317,-0.219118008,0.0078748119,0.4058322831,0.1613966301,1,fac6,1
v000418,0.3369493356,-0.006830248,-0.167604686,-0.266014258,-0.385223132,1.041549036,-0.180293782,1,fac6,1
v000419,-0.154357613,-0.202081622,0.4145081794,-0.102639524,-0.128386638,-0.180183652,-0.052811756,1,fac3,1
v000420,0.0299533019,-0.003080525,-0.082908853,0.0100662123,0.4323320153,0.0333520402,-0.044219418,1,fac5,1
v000421,-0.390672208,-0.306222111,-0.155597948,0.8015213958,-0.154807917,0.2026080546,-0.261886631,1,fac4,1
v000422,-0.155421074,0.3249900098,0.2709478457,-0.391932579,-0.453228161,-0.066759907,0.1519183428,1,fac5,-1
v000423,-0.571164501,0.3559816673,-0.108919775,-0.34666877,-0.796446248,0.4393273527,-0.148532814,1,fac5,-1
v000424,0.5490827,-0.178031882,-0.00126267,-0.101810746,-0.110328938,-0.20666552,-0.315396517,1,fac1,1
v000425,-0.187477881,0.7598366951,0.1045066983,-0.313956265,-0.339462371,0.0097256397,0.0656697717,1,fac2,1
v000426,-0.345353326,-0.286959559,0.686686325,0.3405561457,-0.257862241,0.3919832306,-0.105859752,1,fac3,1
v000427,-0.098159956,-0.025174577,-0.037880392,-0.034428295,-0.058124643,-0.063508786,0.4015324377,1,fac7,1
v000428,-0.258347207,0.5442294965,0.0808486227,-0.06245133,-0.656748695,0.4513095268,0.0227907755,1,fac5,-1
v000429,-0.088061668,0.03510649,0.0028747945,0.0545440952,0.0209760482,-0.257334668,-0.044608456,0,,
v000430,-0.027125674,-0.042469446,-0.053191772,0.3332318288,-0.078688495,-0.173761361,-0.089523989,1,fac4,1
v000431,0.959551244,-0.285756196,0.1886950548,-0.084414312,0.004438607,-0.276936113,-0.259605629,1,fac1,1
v000432,0.0531316552,-0.034399735,-0.029461129,-0.08488221,-0.045856082,-0.272355074,0.015299457,0,,
v000433,-0.324694144,1.5307355126,-0.027573822,-0.000317079,-0.038957379,0.4007640544,-0.106827007,1,fac2,1
v000434,-0.422751813,1.3204476796,0.0676309559,-0.021842978,-0.175816632,0.3933562299,-0.023506311,1,fac2,1
v000435,-0.395961898,-0.205732069,0.5936712638,-0.138561698,0.6061125356,0.5056003221,-0.205093135,1,fac5,1
v000436,-0.035872479,0.1164539384,-0.101877646,0.0597319921,0.0283687529,-0.140745037,0.0320548412,0,,
v000437,0.2715001589,-0.080019699,-0.003251925,-0.02156051,-0.047849188,-0.45419796,-0.261763927,1,fac6,-1
v000438,0.045769993,0.2491733696,0.1810622872,-0.357049412,-0.479538605,-0.005484175,0.1049381365,1,fac5,-1
v000439,-0.15437739,-0.004930223,0.095708336,-0.103792932,-0.270075122,-0.236217226,0.0514396386,0,,
v000440,1.0274291747,-0.452297378,-0.224018475,-0.155165603,-0.075325411,-0.071774411,-0.218891293,1,fac1,1
v000441,0.0622278886,0.2906225765,0.2066976512,-0.367211989,-0.345516493,0.424532888,0.9753962329,1,fac7,1
v000442,0.6937696013,-0.204649493,0.0467041112,-0.020538396,-0.040587966,-0.129248569,-0.096242128,1,fac1,1
v000443,-0.245310995,0.1555215389,-0.682398158,0.1276706399,-0.134342151,0.3794690268,-0.281438879,1,fac3,-1
v000444,-0.171209792,0.0920163631,0.2448690942,-0.011457052,-0.12047016,-0.088039044,-0.076500023,0,,
v000445,-0.049394141,-0.505970521,-0.830276417,-0.208899027,-0.44144518,0.2113343139,-0.281616477,1,fac3,-1
v000446,-0.089342867,-0.148890934,-0.05110542,-0.002818554,0.835852518,-0.050716282,-0.059065677,1,fac5,1
v000447,0.4565636166,0.0228781677,0.1453047567,-0.047389954,-0.197020531,0.198038055,0.2744660124,1,fac1,1
v000448,0.333455726,0.0414433564,-0.012088944,-0.337298188,-0.09932901,0.6484101297,-0.150367667,1,fac6,1
v000449,-0.084536735,0.0479841329,0.0439870101,-0.134736249,-0.16432111,-0.192379358,0.0617195094,0,,
v000450,-0.150479444,-0.013689943,0.0147725111,-0.143944414,-0.228898252,-0.385855572,-0.118730706,1,fac6,-1
v000451,-0.294974009,1.2756228361,0.0612573375,-0.075553026,-0.050686743,0.4952585469,-0.10384613,1,fac2,1
v000452,-0.152170656,0.7087307912,-0.018701704,-0.134456639,-0.091667115,0.0794896057,0.0107181939,1,fac2,1
v000453,-0.220095754,0.7426692582,-0.061389499,-0.029173437,-0.150310606,0.0721215913,-0.092850678,1,fac2,1
v000454,0.3721778678,-0.130596181,-0.185240714,-0.039474726,0.1409005513,-0.120228571,0.0055357095,1,fac1,1
v000455,-0.116983903,0.5087508763,0.0155445807,-0.156101866,-0.071991188,-0.291856636,-0.220403452,1,fac2,1
v000456,-0.06834068,-0.175793846,0.0754074135,-0.044947467,0.3356953483,0.2287189985,-0.145490335,1,fac5,1
v000457,-0.048312124,0.0535119841,-0.05996535,0.0092213059,-0.010886446,-0.363173096,-0.107840003,1,fac6,-1
v000458,-0.314791801,0.1658894636,-0.949670892,-0.065712346,-0.076088961,0.7082852975,-0.244529443,1,fac3,-1
v000459,0.0863055629,-0.194762522,-0.378496495,-0.37431753,0.1583006639,0.9325779983,-0.26235306,1,fac6,1
